Country Name,Country Code,Series Name,Series Code,2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Austria,AUT,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,28.81895757,29.37914072,30.0950632,30.89116043
Austria,AUT,Age dependency ratio (% of working-age population),SP.POP.DPND,50.49508694,51.11825135,51.94133375,52.85108373
Austria,AUT,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,..,..,..,..
Austria,AUT,Agricultural land (% of land area),AG.LND.AGRI.ZS,31.53981338,31.47672564,..,..
Austria,AUT,Agricultural land (sq. km),AG.LND.AGRI.K2,26026.654,25974.594,..,..
Austria,AUT,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,..,..,..,..
Austria,AUT,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,..,..,..,..
Austria,AUT,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,..,..,..,..
Austria,AUT,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,4653.67,..,..,..
Austria,AUT,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,..,..,..,..
Austria,AUT,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1.068081716,1.218629132,1.385801777,1.340265315
Austria,AUT,"Agriculture, forestry, and fishing, value added (constant 2015 US$)",NV.AGR.TOTL.KD,4274786741,4546506448,4847606056,4705410884
Austria,AUT,"Air transport, passengers carried",IS.AIR.PSGR,13285414,18901048,..,..
Austria,AUT,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,..,..,..,..
Austria,AUT,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,2.207840554,..,..,..
Austria,AUT,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,0.495545157,..,..,..
Austria,AUT,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,167.96,168.71,..,..
Austria,AUT,"Average working hours of children, working only, female, ages 7-14 (hours per week)",SL.TLF.0714.WK.FE.TM,..,..,..,..
Austria,AUT,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,..,..,..,..
Austria,AUT,"Average working hours of children, study and work, male, ages 7-14 (hours per week)",SL.TLF.0714.SW.MA.TM,..,..,..,..
Austria,AUT,"Average working hours of children, study and work, female, ages 7-14 (hours per week)",SL.TLF.0714.SW.FE.TM,..,..,..,..
Austria,AUT,"Average working hours of children, study and work, ages 7-14 (hours per week)",SL.TLF.0714.SW.TM,..,..,..,..
Austria,AUT,Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,..,..,..,..
Austria,AUT,Average time to clear exports through customs (days),IC.CUS.DURS.EX,..,2.3,..,..
Austria,AUT,"Average working hours of children, working only, male, ages 7-14 (hours per week)",SL.TLF.0714.WK.MA.TM,..,..,..,..
Austria,AUT,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,7.267139466,..,..,..
Austria,AUT,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.4,9.6,9.1,..
Bangladesh,BGD,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,24.9,26.4,28,..
Bangladesh,BGD,Access to electricity (% of population),EG.ELC.ACCS.ZS,96.2,99,99.4,..
Bangladesh,BGD,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,97.8,99.7,100,..
Bangladesh,BGD,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..,..,..,..
Bangladesh,BGD,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,..,..,..,..
Bangladesh,BGD,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,32.98743058,33.18040655,33.43082574,..
Bangladesh,BGD,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,500,500,500,..
Bangladesh,BGD,Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,..,..,..,..
Bangladesh,BGD,Women who believe a husband is justified in beating his wife when she goes out without telling him (%),SG.VAW.GOES.ZS,..,..,..,..
Bangladesh,BGD,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,49.375,49.375,49.375,49.375
Bangladesh,BGD,Wholesale price index (2010 = 100),FP.WPI.TOTL,..,..,..,..
Bangladesh,BGD,Wanted fertility rate (births per woman),SP.DYN.WFRT,..,..,..,..
Bangladesh,BGD,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,7.439441618,..,..,..
Bangladesh,BGD,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,41.18036978,41.46458043,41.85348112,..
Bangladesh,BGD,"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",SL.EMP.WORK.MA.ZS,45.23036904,45.49423177,45.86106858,..
Bangladesh,BGD,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,32.26594899,32.87500845,33.16841781,..
Bangladesh,BGD,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SL.EMP.VULN.ZS,55.60124142,55.31455832,54.94420436,..
Bangladesh,BGD,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",SL.EMP.VULN.MA.ZS,50.33227553,50.03932458,49.70962221,..
Bangladesh,BGD,Voice and Accountability: Percentile Rank,VA.PER.RNK,26.57004738,28.01932335,28.01932335,..
Bangladesh,BGD,Voice and Accountability: Number of Sources,VA.NO.SRC,10,11,11,..
Bangladesh,BGD,Voice and Accountability: Estimate,VA.EST,-0.769557953,-0.77454257,-0.752661884,..
Bangladesh,BGD,Value lost due to electrical outages (% of sales for affected firms),IC.FRM.OUTG.ZS,..,..,9.3,..
Bangladesh,BGD,Use of insecticide-treated bed nets (% of under-5 population),SH.MLR.NETS.ZS,..,..,..,..
Bangladesh,BGD,Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,..,..,..,..
Bangladesh,BGD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,38.177,38.946,39.711,40.473
Bangladesh,BGD,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..
Bangladesh,BGD,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,..,..,..,..
Bangladesh,BGD,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,..,..,..,..
Bangladesh,BGD,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,..,..,16.147,..
Bangladesh,BGD,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,16.42,16.622,15.938,15.743
Bangladesh,BGD,"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,..,..,14.579,..
Bangladesh,BGD,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,14.169,14.504,13.714,13.526
Bangladesh,BGD,"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",SL.UEM.1524.FE.NE.ZS,..,..,20.492,..
Bangladesh,BGD,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,21.105,20.957,20.609,20.359
Bangladesh,BGD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,5.247,..
Bangladesh,BGD,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..,..,8.27,..
Bangladesh,BGD,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,4.667,4.622,4.04,3.875
Bangladesh,BGD,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,95,97,..,..
Bangladesh,BGD,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,62,82,69,..
Bangladesh,BGD,Transport services (% of commercial service imports),TM.VAL.TRAN.ZS.WT,66.89083956,69.64943333,70.22775574,62.75874962
Bangladesh,BGD,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,11.38530436,17.86735717,17.54031847,12.11628042
Bangladesh,BGD,"Trained teachers in upper secondary education, male (% of male teachers)",SE.SEC.TCAQ.UP.MA.ZS,57.47999954,58.48699951,58.59899902,..
Bangladesh,BGD,"Trained teachers in upper secondary education, female (% of female teachers)",SE.SEC.TCAQ.UP.FE.ZS,72.69000244,71.88200378,73.52899933,..
Bangladesh,BGD,Trained teachers in upper secondary education (% of total teachers),SE.SEC.TCAQ.UP.ZS,61.32600021,60.8370018,62.49599838,..
Bangladesh,BGD,"Trained teachers in secondary education, male (% of male teachers)",SE.SEC.TCAQ.MA.ZS,59.1269989,61.69800186,61.9109993,..
Bangladesh,BGD,"Trained teachers in secondary education, female (% of female teachers)",SE.SEC.TCAQ.FE.ZS,68.84700012,69.29000092,70.67299652,..
Bangladesh,BGD,Trained teachers in secondary education (% of total teachers),SE.SEC.TCAQ.ZS,61.67300034,63.28699875,64.27100372,..
Bangladesh,BGD,"Trained teachers in primary education, male (% of male teachers)",SE.PRM.TCAQ.MA.ZS,..,..,74.2539978,..
Bangladesh,BGD,"Trained teachers in primary education, female (% of female teachers)",SE.PRM.TCAQ.FE.ZS,..,..,74.39499664,..
Bangladesh,BGD,Trained teachers in primary education (% of total teachers),SE.PRM.TCAQ.ZS,..,..,74.34500122,..
Bangladesh,BGD,"Trained teachers in preprimary education, male (% of male teachers)",SE.PRE.TCAQ.MA.ZS,..,..,..,..
Bangladesh,BGD,"Trained teachers in preprimary education, female (% of female teachers)",SE.PRE.TCAQ.FE.ZS,..,..,..,..
Bangladesh,BGD,Trained teachers in preprimary education (% of total teachers),SE.PRE.TCAQ.ZS,..,..,..,..
Bangladesh,BGD,"Trained teachers in lower secondary education, male (% of male teachers)",SE.SEC.TCAQ.LO.MA.ZS,61.54999924,67.08799744,67.08799744,..
Bangladesh,BGD,"Trained teachers in lower secondary education, female (% of female teachers)",SE.SEC.TCAQ.LO.FE.ZS,63.79999924,66.66000366,66.66000366,..
Bangladesh,BGD,Trained teachers in lower secondary education (% of total teachers),SE.SEC.TCAQ.LO.ZS,62.16799927,66.97599792,66.96700287,..
Bangladesh,BGD,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.560867699,0.610069178,..,..
Bangladesh,BGD,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,206570.3527,..,..,..
Bangladesh,BGD,Total fisheries production (metric tons),ER.FSH.PROD.MT,4503371,4621228.04,4758731,..
Bangladesh,BGD,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,..,..,..,..
Bangladesh,BGD,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,1.039144574,1.300830655,1.422538209,..
Bangladesh,BGD,Time required to build a warehouse (days),IC.WRH.DURS,..,..,..,..
Bangladesh,BGD,Time required to enforce a contract (days),IC.LGL.DURS,..,..,..,..
Bangladesh,BGD,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,8.8,9.8,11.1,..
Bangladesh,BGD,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,57.3,58.5,59.3,..
Bangladesh,BGD,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,95.2,98.5,99.3,..
Bangladesh,BGD,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,..,12.01799965,17.53100014,..
Bangladesh,BGD,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,40.04190137,39.06234704,38.19756532,37.42881507
Bangladesh,BGD,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,8.359389614,8.604725324,8.890625218,9.186878648
Bangladesh,BGD,Age dependency ratio (% of working-age population),SP.POP.DPND,48.40129098,47.66707237,47.08819054,46.61569372
Bangladesh,BGD,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,79.3614021,78.9034565,..,..
Bangladesh,BGD,Agricultural land (% of land area),AG.LND.AGRI.ZS,76.26949374,77.34501037,..,..
Bangladesh,BGD,Agricultural land (sq. km),AG.LND.AGRI.K2,99280,100680,..,..
Bangladesh,BGD,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,..,..,..,..
Bangladesh,BGD,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,..,..,..,..
Bangladesh,BGD,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,..,..,..,..
Bangladesh,BGD,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,60544.9625,..,..,..
Bangladesh,BGD,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,..,..,..,..
Bangladesh,BGD,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,11.99968686,11.63285843,11.21760104,11.00369002
Bangladesh,BGD,"Agriculture, forestry, and fishing, value added (constant 2015 US$)",NV.AGR.TOTL.KD,33836991163,34911170749,35977340642,37190294815
Bangladesh,BGD,"Air transport, passengers carried",IS.AIR.PSGR,2984121.694,3750753,..,..
Bangladesh,BGD,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,..,..,..,..
Bangladesh,BGD,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,87.81711737,..,..,..
Bangladesh,BGD,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,0.319983161,..,..,..
Bangladesh,BGD,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,10.53,11.45,..,..
Bangladesh,BGD,"Average working hours of children, working only, female, ages 7-14 (hours per week)",SL.TLF.0714.WK.FE.TM,..,..,..,..
Bangladesh,BGD,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,..,..,..,..
Bangladesh,BGD,"Average working hours of children, study and work, male, ages 7-14 (hours per week)",SL.TLF.0714.SW.MA.TM,..,..,..,..
Bangladesh,BGD,"Average working hours of children, study and work, female, ages 7-14 (hours per week)",SL.TLF.0714.SW.FE.TM,..,..,..,..
Bangladesh,BGD,"Average working hours of children, study and work, ages 7-14 (hours per week)",SL.TLF.0714.SW.TM,..,..,..,..
Bangladesh,BGD,Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,3.059361667,2.792696667,3.442651455,7.654722417
Bangladesh,BGD,Average time to clear exports through customs (days),IC.CUS.DURS.EX,..,..,6.7,..
Bangladesh,BGD,"Average working hours of children, working only, male, ages 7-14 (hours per week)",SL.TLF.0714.WK.MA.TM,..,..,..,..
Bangladesh,BGD,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,4.774469259,4.762160053,..,..
Bangladesh,BGD,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,18.053,17.821,17.48,..
Azerbaijan,AZE,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,98.1,98.4,98.5,..
Azerbaijan,AZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..
Azerbaijan,AZE,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,..
Azerbaijan,AZE,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..,..,..,..
Azerbaijan,AZE,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,..,..,..,..
Azerbaijan,AZE,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,33.7671654,33.89142065,33.96064196,..
Azerbaijan,AZE,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,100,100,100,..
Azerbaijan,AZE,Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,..,..,..,..
Azerbaijan,AZE,Women who believe a husband is justified in beating his wife when she goes out without telling him (%),SG.VAW.GOES.ZS,..,..,..,..
Azerbaijan,AZE,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,78.75,78.75,78.75,85
Azerbaijan,AZE,Wholesale price index (2010 = 100),FP.WPI.TOTL,..,..,..,..
Azerbaijan,AZE,Wanted fertility rate (births per woman),SP.DYN.WFRT,..,..,..,..
Azerbaijan,AZE,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,4.075376391,..,..,..
Azerbaijan,AZE,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,32.0007578,32.40290804,32.89958103,..
Azerbaijan,AZE,"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",SL.EMP.WORK.MA.ZS,35.98777432,36.46697831,36.78253264,..
Azerbaijan,AZE,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,27.87513846,28.24967797,28.90801888,..
Azerbaijan,AZE,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SL.EMP.VULN.ZS,54.17262584,53.77073301,53.33119017,..
Azerbaijan,AZE,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",SL.EMP.VULN.MA.ZS,48.23874302,47.90601346,47.47074586,..
Azerbaijan,AZE,Voice and Accountability: Percentile Rank,VA.PER.RNK,5.797101498,7.729468822,9.66183567,..
Azerbaijan,AZE,Voice and Accountability: Number of Sources,VA.NO.SRC,10,9,9,..
Azerbaijan,AZE,Voice and Accountability: Estimate,VA.EST,-1.541516423,-1.52770555,-1.440835834,..
Azerbaijan,AZE,Value lost due to electrical outages (% of sales for affected firms),IC.FRM.OUTG.ZS,..,..,..,..
Azerbaijan,AZE,Use of insecticide-treated bed nets (% of under-5 population),SH.MLR.NETS.ZS,..,..,..,..
Azerbaijan,AZE,Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,..,..,..,..
Azerbaijan,AZE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,56.397,56.776,57.17,57.577
Azerbaijan,AZE,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..
Azerbaijan,AZE,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,..,..,..,..
Azerbaijan,AZE,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,..,..,..,..
Azerbaijan,AZE,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,15.23,14.56,13.55,..
Azerbaijan,AZE,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,15.119,14.463,13.583,13.548
Azerbaijan,AZE,"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,12.98,12.87,12.1,..
Azerbaijan,AZE,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,12.808,12.738,12.083,12.042
Azerbaijan,AZE,"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",SL.UEM.1524.FE.NE.ZS,17.96,16.59,15.25,..
Azerbaijan,AZE,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,17.692,16.372,15.261,15.26
Azerbaijan,AZE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,7.24,6.04,5.65,..
Azerbaijan,AZE,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,8.44,7,6.54,..
Azerbaijan,AZE,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,6.097,5.121,4.792,4.781
Azerbaijan,AZE,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,82,82,..,..
Azerbaijan,AZE,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,62,58,57,..
Azerbaijan,AZE,Transport services (% of commercial service imports),TM.VAL.TRAN.ZS.WT,23.75939024,26.37893058,24.35402818,20.48389702
Azerbaijan,AZE,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,62.63067794,63.03753038,54.59961365,46.19885637
Azerbaijan,AZE,"Trained teachers in upper secondary education, male (% of male teachers)",SE.SEC.TCAQ.UP.MA.ZS,93.18099976,95.7931366,97.1366272,..
Azerbaijan,AZE,"Trained teachers in upper secondary education, female (% of female teachers)",SE.SEC.TCAQ.UP.FE.ZS,96.32376099,96.99452209,96.84015656,..
Azerbaijan,AZE,Trained teachers in upper secondary education (% of total teachers),SE.SEC.TCAQ.UP.ZS,95.48052216,96.68343353,96.91311646,..
Azerbaijan,AZE,"Trained teachers in secondary education, male (% of male teachers)",SE.SEC.TCAQ.MA.ZS,97.80525208,98.55809021,98.74762726,..
Azerbaijan,AZE,"Trained teachers in secondary education, female (% of female teachers)",SE.SEC.TCAQ.FE.ZS,98.85037994,98.95616913,99.09085846,..
Azerbaijan,AZE,Trained teachers in secondary education (% of total teachers),SE.SEC.TCAQ.ZS,98.59481812,98.86062622,99.01191711,..
Azerbaijan,AZE,"Trained teachers in primary education, male (% of male teachers)",SE.PRM.TCAQ.MA.ZS,99.81131744,99.80583191,99.71671295,..
Azerbaijan,AZE,"Trained teachers in primary education, female (% of female teachers)",SE.PRM.TCAQ.FE.ZS,99.86403656,99.70288086,99.77306366,..
Azerbaijan,AZE,Trained teachers in primary education (% of total teachers),SE.PRM.TCAQ.ZS,99.86055756,99.7094574,99.7695694,..
Azerbaijan,AZE,"Trained teachers in preprimary education, male (% of male teachers)",SE.PRE.TCAQ.MA.ZS,..,65.57376862,..,..
Azerbaijan,AZE,"Trained teachers in preprimary education, female (% of female teachers)",SE.PRE.TCAQ.FE.ZS,91.18865967,91.43360901,90.95961761,..
Azerbaijan,AZE,Trained teachers in preprimary education (% of total teachers),SE.PRE.TCAQ.ZS,91.18865967,91.2951889,90.95961761,..
Azerbaijan,AZE,"Trained teachers in lower secondary education, male (% of male teachers)",SE.SEC.TCAQ.LO.MA.ZS,99.60437775,99.52937317,99.30101013,..
Azerbaijan,AZE,"Trained teachers in lower secondary education, female (% of female teachers)",SE.SEC.TCAQ.LO.FE.ZS,99.68016052,99.55861664,99.77828979,..
Azerbaijan,AZE,Trained teachers in lower secondary education (% of total teachers),SE.SEC.TCAQ.LO.ZS,99.66223907,99.55177307,99.67092133,..
Azerbaijan,AZE,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,13.00273479,29.93839456,..,..
Azerbaijan,AZE,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,55351.99383,..,..,..
Azerbaijan,AZE,Total fisheries production (metric tons),ER.FSH.PROD.MT,2622,1971,2256,..
Azerbaijan,AZE,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,..,..,..,..
Azerbaijan,AZE,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,4.381280605,3.999331114,2.206700655,..
Azerbaijan,AZE,Time required to build a warehouse (days),IC.WRH.DURS,..,..,..,..
Azerbaijan,AZE,Time required to enforce a contract (days),IC.LGL.DURS,..,..,..,..
Azerbaijan,AZE,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,97.4,97.8,98,..
Azerbaijan,AZE,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,99.4,99.4,99.4,..
Azerbaijan,AZE,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,..
Azerbaijan,AZE,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,17.13965988,14.38412952,12.90250969,..
Azerbaijan,AZE,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,34.95320569,34.49464522,33.82732412,32.99861783
Azerbaijan,AZE,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,9.337817505,9.683878871,10.23979328,10.96315695
Azerbaijan,AZE,Age dependency ratio (% of working-age population),SP.POP.DPND,44.2910232,44.17852409,44.0671174,43.96177478
Azerbaijan,AZE,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,30.64580239,30.73463582,..,..
Azerbaijan,AZE,Agricultural land (% of land area),AG.LND.AGRI.ZS,57.83824989,57.8415003,..,..
Azerbaijan,AZE,Agricultural land (sq. km),AG.LND.AGRI.K2,47801,47806,..,..
Azerbaijan,AZE,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,..,..,..,..
Azerbaijan,AZE,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,..,..,..,..
Azerbaijan,AZE,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,..,..,..,..
Azerbaijan,AZE,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,3847.895,..,..,..
Azerbaijan,AZE,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,..,..,..,..
Azerbaijan,AZE,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,6.738947424,5.725983657,4.612208308,5.540890448
Azerbaijan,AZE,"Agriculture, forestry, and fishing, value added (constant 2015 US$)",NV.AGR.TOTL.KD,4007730079,4139922669,4280505276,4409628546
Azerbaijan,AZE,"Air transport, passengers carried",IS.AIR.PSGR,545265,1102455,..,..
Azerbaijan,AZE,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,..,..,..,..
Azerbaijan,AZE,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,92.32848398,..,..,..
Azerbaijan,AZE,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,1.587482891,..,..,..
Azerbaijan,AZE,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,35.17,37.43,..,..
Azerbaijan,AZE,"Average working hours of children, working only, female, ages 7-14 (hours per week)",SL.TLF.0714.WK.FE.TM,..,..,..,..
Azerbaijan,AZE,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,..,..,..,..
Azerbaijan,AZE,"Average working hours of children, study and work, male, ages 7-14 (hours per week)",SL.TLF.0714.SW.MA.TM,..,..,..,..
Azerbaijan,AZE,"Average working hours of children, study and work, female, ages 7-14 (hours per week)",SL.TLF.0714.SW.FE.TM,..,..,..,..
Azerbaijan,AZE,"Average working hours of children, study and work, ages 7-14 (hours per week)",SL.TLF.0714.SW.TM,..,..,..,..
Azerbaijan,AZE,Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,0.99667,1.33333,..,..
Azerbaijan,AZE,Average time to clear exports through customs (days),IC.CUS.DURS.EX,..,..,..,..
Azerbaijan,AZE,"Average working hours of children, working only, male, ages 7-14 (hours per week)",SL.TLF.0714.WK.MA.TM,..,..,..,..
Azerbaijan,AZE,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,8.068667922,..
Azerbaijan,AZE,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.5,11.1,12.1,..
Australia,AUS,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,..
Australia,AUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..
Australia,AUS,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,..
